,CustomerID,Recency,Frequency,Monetary,KMeans_Cluster,Segment
1078,13806.0,64,10,256.38,1,Potential Loyalists
1079,13807.0,367,7,112.6,0,At Risk
1080,13808.0,6,76,1747.66,1,Potential Loyalists
1081,13809.0,305,12,155.05,0,At Risk
1082,13810.0,29,35,1499.01,1,Potential Loyalists
1083,13811.0,184,13,814.5,0,At Risk
1084,13812.0,42,36,539.0,1,Potential Loyalists
1085,13813.0,40,69,1366.86,1,Potential Loyalists
1086,13814.0,92,57,1579.12,1,Potential Loyalists
1087,13815.0,22,176,4027.36,3,Loyal
1088,13816.0,24,28,571.6700000000001,1,Potential Loyalists
1089,13817.0,29,24,382.98,1,Potential Loyalists
1090,13819.0,302,36,1140.35,0,At Risk
1091,13821.0,145,59,385.64,1,Potential Loyalists
1092,13822.0,6,96,632.0,1,Potential Loyalists
1093,13823.0,19,40,957.66,1,Potential Loyalists
1094,13824.0,33,46,1698.94,1,Potential Loyalists
1095,13826.0,176,10,189.5,0,At Risk
1096,13827.0,58,93,412.05,1,Potential Loyalists
1097,13828.0,22,15,209.49,1,Potential Loyalists
1098,13831.0,16,74,2202.99,1,Potential Loyalists
1099,13832.0,19,3,52.2,1,Potential Loyalists
1100,13833.0,159,29,384.8,0,At Risk
1101,13835.0,25,55,834.57,1,Potential Loyalists
1102,13837.0,212,19,271.24,0,At Risk
1103,13838.0,6,174,691.73,1,Potential Loyalists
1104,13841.0,253,1,85.0,0,At Risk
1105,13842.0,59,206,3385.62,3,Loyal
1106,13844.0,11,20,361.62,1,Potential Loyalists
1107,13845.0,65,9,312.98,1,Potential Loyalists
1108,13846.0,25,55,865.0600000000001,1,Potential Loyalists
1109,13848.0,92,5,1255.0,1,Potential Loyalists
1110,13849.0,52,101,1537.95,1,Potential Loyalists
1111,13850.0,129,93,1595.48,1,Potential Loyalists
1112,13851.0,96,81,2651.46,1,Potential Loyalists
1113,13853.0,57,23,1090.14,1,Potential Loyalists
1114,13854.0,9,110,8109.519999999999,2,High Value
1115,13856.0,169,14,388.5,0,At Risk
1116,13858.0,57,11,216.17,1,Potential Loyalists
1117,13859.0,326,28,201.16,0,At Risk
1118,13860.0,1,76,1245.9,1,Potential Loyalists
1119,13862.0,18,139,2209.36,3,Loyal
1120,13863.0,248,20,305.78,0,At Risk
1121,13865.0,58,30,501.56,1,Potential Loyalists
1122,13866.0,74,7,145.67000000000002,1,Potential Loyalists
1123,13867.0,31,61,1015.29,1,Potential Loyalists
1124,13868.0,7,33,3192.54,1,Potential Loyalists
1125,13869.0,123,307,3104.95,3,Loyal
1126,13870.0,2,115,2770.94,1,Potential Loyalists
1127,13871.0,23,336,6403.25,3,Loyal
1128,13873.0,120,23,389.6,1,Potential Loyalists
1129,13874.0,358,18,540.45,0,At Risk
1130,13875.0,54,104,1786.79,1,Potential Loyalists
1131,13876.0,64,7,122.7,1,Potential Loyalists
1132,13877.0,86,3,117.24,1,Potential Loyalists
1133,13878.0,55,36,1281.53,1,Potential Loyalists
1134,13880.0,21,165,3219.77,3,Loyal
1135,13881.0,4,178,17159.52,2,High Value
1136,13882.0,3,65,1191.13,1,Potential Loyalists
1137,13883.0,11,142,2674.48,3,Loyal
1138,13884.0,7,59,787.6,1,Potential Loyalists
1139,13885.0,189,28,506.8,0,At Risk
1140,13886.0,71,16,243.56,1,Potential Loyalists
1141,13887.0,204,19,349.55,0,At Risk
1142,13888.0,120,40,605.63,1,Potential Loyalists
1143,13889.0,93,15,416.9,1,Potential Loyalists
1144,13890.0,1,110,1883.81,1,Potential Loyalists
1145,13892.0,27,27,632.97,1,Potential Loyalists
1146,13893.0,298,21,821.1,0,At Risk
1147,13894.0,24,27,564.62,1,Potential Loyalists
1148,13895.0,28,118,2593.07,1,Potential Loyalists
1149,13897.0,50,17,311.16,1,Potential Loyalists
1150,13898.0,326,12,155.93,0,At Risk
1151,13899.0,16,19,388.52,1,Potential Loyalists
1152,13900.0,183,43,740.95,0,At Risk
1153,13901.0,72,149,2867.2,3,Loyal
1154,13904.0,37,26,332.64,1,Potential Loyalists
1155,13908.0,80,122,2369.55,1,Potential Loyalists
1156,13911.0,57,148,2580.91,3,Loyal
1157,13914.0,12,33,626.45,1,Potential Loyalists
1158,13917.0,50,18,272.04,1,Potential Loyalists
1159,13918.0,50,30,1212.84,1,Potential Loyalists
1160,13919.0,59,28,384.81,1,Potential Loyalists
1161,13922.0,352,7,172.25,0,At Risk
1162,13923.0,54,20,351.13,1,Potential Loyalists
1163,13924.0,2,117,1838.85,1,Potential Loyalists
1164,13925.0,93,41,678.25,1,Potential Loyalists
1165,13926.0,23,11,223.85,1,Potential Loyalists
1166,13927.0,75,21,348.99,1,Potential Loyalists
1167,13928.0,11,27,464.57,1,Potential Loyalists
1168,13929.0,169,9,842.65,0,At Risk
1169,13930.0,58,17,337.34,1,Potential Loyalists
1170,13931.0,96,58,1237.53,1,Potential Loyalists
1171,13932.0,295,16,307.4,0,At Risk
1172,13933.0,109,23,608.7900000000001,1,Potential Loyalists
1173,13934.0,264,31,922.1,0,At Risk
1174,13936.0,180,26,376.58,0,At Risk
1175,13937.0,169,9,158.85,0,At Risk
1176,13938.0,35,7,71.66,1,Potential Loyalists
1177,13939.0,23,45,568.55,1,Potential Loyalists
1178,13940.0,17,49,839.14,1,Potential Loyalists
1179,13941.0,22,45,5112.96,1,Potential Loyalists
1180,13946.0,79,11,561.5699999999999,1,Potential Loyalists
1181,13947.0,65,5,90.6,1,Potential Loyalists
1182,13948.0,361,3,102.0,0,At Risk
1183,13949.0,3,160,2427.32,3,Loyal
1184,13950.0,11,35,745.06,1,Potential Loyalists
1185,13951.0,176,39,674.45,0,At Risk
1186,13952.0,218,137,3251.071,0,At Risk
1187,13953.0,7,20,3515.68,1,Potential Loyalists
1188,13954.0,2,25,439.92,1,Potential Loyalists
1189,13955.0,154,33,322.96,0,At Risk
1190,13956.0,5,152,1026.42,1,Potential Loyalists
1191,13959.0,79,92,598.2,1,Potential Loyalists
1192,13960.0,21,12,230.22,1,Potential Loyalists
1193,13962.0,22,11,169.55,1,Potential Loyalists
1194,13963.0,308,35,664.54,0,At Risk
1195,13967.0,146,2,80.7,0,At Risk
1197,13971.0,19,149,2758.26,3,Loyal
1198,13972.0,71,15,190.25,1,Potential Loyalists
1199,13973.0,287,11,264.7,0,At Risk
1200,13974.0,49,28,413.59,1,Potential Loyalists
1201,13975.0,31,338,2526.28,3,Loyal
1202,13976.0,207,10,357.98,0,At Risk
1203,13978.0,15,15,196.79,1,Potential Loyalists
1204,13979.0,73,54,869.87,1,Potential Loyalists
1205,13980.0,60,11,200.14,1,Potential Loyalists
1206,13982.0,39,111,1871.81,1,Potential Loyalists
1207,13983.0,30,107,2603.43,1,Potential Loyalists
1208,13984.0,27,16,920.51,1,Potential Loyalists
1209,13985.0,4,351,7060.13,2,High Value
1210,13986.0,17,13,320.46,1,Potential Loyalists
1211,13988.0,20,234,4147.96,3,Loyal
1212,13989.0,66,41,1266.08,1,Potential Loyalists
1213,13990.0,213,16,311.3,0,At Risk
1214,13991.0,12,84,855.97,1,Potential Loyalists
1215,13992.0,30,5,76.8,1,Potential Loyalists
1216,13993.0,43,121,3466.36,3,Loyal
1217,13994.0,4,155,2313.14,3,Loyal
1218,13995.0,15,86,1393.69,1,Potential Loyalists
1219,13999.0,10,208,3901.81,3,Loyal
1220,14000.0,211,15,635.66,0,At Risk
1221,14001.0,46,39,2043.08,1,Potential Loyalists
1222,14002.0,134,47,529.73,1,Potential Loyalists
1223,14004.0,43,171,4582.64,3,Loyal
1224,14005.0,10,84,2874.72,1,Potential Loyalists
1225,14006.0,116,30,962.19,1,Potential Loyalists
1226,14009.0,198,42,695.61,0,At Risk
1227,14012.0,278,11,328.8,0,At Risk
1228,14013.0,110,34,473.02,1,Potential Loyalists
1229,14014.0,77,39,505.18,1,Potential Loyalists
1230,14015.0,53,20,917.34,1,Potential Loyalists
1231,14016.0,162,161,4341.21,3,Loyal
1232,14019.0,47,66,1421.61,1,Potential Loyalists
1233,14020.0,17,39,642.8,1,Potential Loyalists
1234,14021.0,155,22,631.9,0,At Risk
1235,14022.0,225,28,440.0,0,At Risk
1236,14023.0,7,31,584.07,1,Potential Loyalists
1237,14024.0,122,16,327.7,1,Potential Loyalists
1238,14027.0,61,6,104.82,1,Potential Loyalists
1239,14029.0,63,15,467.66,1,Potential Loyalists
1240,14030.0,18,243,2360.09,3,Loyal
1241,14031.0,7,250,17286.86,2,High Value
1242,14032.0,2,143,2975.59,3,Loyal
1243,14034.0,22,89,651.8199999999999,1,Potential Loyalists
1244,14035.0,29,66,1428.02,1,Potential Loyalists
1245,14036.0,285,38,626.65,0,At Risk
1246,14037.0,176,28,147.20000000000002,0,At Risk
1247,14038.0,78,92,1560.38,1,Potential Loyalists
1248,14039.0,33,6,152.2,1,Potential Loyalists
1249,14040.0,41,235,3614.92,3,Loyal
1250,14041.0,266,21,141.41,0,At Risk
1251,14044.0,27,209,652.82,3,Loyal
1252,14045.0,109,6,1659.75,1,Potential Loyalists
1253,14046.0,284,14,154.99,0,At Risk
1254,14047.0,9,32,1308.61,1,Potential Loyalists
1255,14048.0,305,85,409.93,0,At Risk
1256,14049.0,17,488,5681.72,3,Loyal
1257,14050.0,32,54,746.36,1,Potential Loyalists
1258,14051.0,1,210,15610.39,2,High Value
1259,14052.0,20,56,225.36,1,Potential Loyalists
1260,14053.0,124,4,260.25,1,Potential Loyalists
1261,14054.0,65,6,92.46,1,Potential Loyalists
1262,14055.0,106,10,725.6400000000001,1,Potential Loyalists
1264,14057.0,24,284,6217.96,3,Loyal
1265,14059.0,267,8,183.6,0,At Risk
1266,14060.0,5,202,6140.42,3,Loyal
1267,14062.0,10,111,10464.85,2,High Value
1268,14064.0,29,80,1353.74,1,Potential Loyalists
1269,14066.0,267,7,152.55,0,At Risk
1270,14067.0,64,52,374.7,1,Potential Loyalists
1271,14068.0,320,24,265.85,0,At Risk
1272,14071.0,4,324,1438.82,3,Loyal
1273,14073.0,32,13,151.04,1,Potential Loyalists
1274,14075.0,5,43,942.26,1,Potential Loyalists
1275,14076.0,129,46,122.47,1,Potential Loyalists
1276,14077.0,41,42,499.42,1,Potential Loyalists
1277,14078.0,102,65,1049.37,1,Potential Loyalists
1278,14079.0,125,12,375.1,1,Potential Loyalists
1279,14080.0,33,4,45.6,1,Potential Loyalists
1280,14081.0,302,153,934.52,0,At Risk
1281,14082.0,365,29,182.25,0,At Risk
1282,14083.0,4,181,1018.43,3,Loyal
1283,14085.0,2,450,4448.54,3,Loyal
1284,14087.0,3,69,194.42,1,Potential Loyalists
1286,14089.0,57,14,161.0,1,Potential Loyalists
1287,14090.0,325,1,76.32000000000001,0,At Risk
1288,14092.0,8,214,4076.91,3,Loyal
1289,14093.0,12,105,442.85,1,Potential Loyalists
1291,14098.0,37,21,147.35,1,Potential Loyalists
1292,14099.0,16,250,3104.17,3,Loyal
1293,14100.0,138,26,194.9,1,Potential Loyalists
1294,14101.0,74,35,5976.79,3,Loyal
1295,14102.0,5,79,1360.28,1,Potential Loyalists
1296,14104.0,155,21,216.21,0,At Risk
1297,14105.0,239,74,1266.23,0,At Risk
1298,14107.0,52,123,2703.23,1,Potential Loyalists
1299,14108.0,31,34,597.91,1,Potential Loyalists
1300,14109.0,73,9,144.2,1,Potential Loyalists
1301,14110.0,4,156,5683.15,3,Loyal
1302,14111.0,14,10,692.85,1,Potential Loyalists
1303,14112.0,23,160,2915.15,3,Loyal
1304,14113.0,4,34,1840.42,1,Potential Loyalists
1305,14114.0,274,15,386.53,0,At Risk
1306,14116.0,20,72,1382.74,1,Potential Loyalists
1307,14117.0,144,3,90.0,0,At Risk
1308,14121.0,4,159,2780.15,3,Loyal
1309,14124.0,84,5,419.58,1,Potential Loyalists
1310,14125.0,11,167,2740.43,3,Loyal
1311,14126.0,8,15,706.1300000000001,1,Potential Loyalists
1312,14127.0,123,44,709.71,1,Potential Loyalists
1313,14128.0,61,46,637.5,1,Potential Loyalists
1314,14129.0,2,52,1123.86,1,Potential Loyalists
1315,14130.0,319,67,483.86,0,At Risk
1316,14132.0,2,200,3586.03,3,Loyal
1317,14133.0,130,28,605.64,1,Potential Loyalists
1318,14135.0,2,134,4690.31,3,Loyal
1319,14138.0,2,47,982.38,1,Potential Loyalists
1320,14139.0,46,26,415.82,1,Potential Loyalists
1321,14140.0,4,66,935.05,1,Potential Loyalists
1322,14141.0,3,40,915.13,1,Potential Loyalists
1323,14142.0,373,22,311.81,0,At Risk
1324,14143.0,134,7,115.8,1,Potential Loyalists
1325,14145.0,47,11,3742.2,1,Potential Loyalists
1326,14146.0,9,210,4191.0,3,Loyal
1327,14147.0,78,5,483.4,1,Potential Loyalists
1328,14148.0,234,3,157.2,0,At Risk
1329,14149.0,221,28,446.62,0,At Risk
1330,14150.0,36,26,658.64,1,Potential Loyalists
1331,14152.0,75,49,621.29,1,Potential Loyalists
1332,14154.0,239,52,1345.62,0,At Risk
1333,14155.0,266,6,118.75,0,At Risk
1335,14157.0,20,48,432.88,1,Potential Loyalists
1336,14158.0,40,41,507.66,1,Potential Loyalists
1338,14161.0,216,108,1110.52,0,At Risk
1339,14162.0,174,25,289.36,0,At Risk
1340,14163.0,87,52,2445.91,1,Potential Loyalists
1341,14164.0,71,29,1631.77,1,Potential Loyalists
1342,14165.0,276,25,122.54,0,At Risk
1343,14167.0,39,52,574.84,1,Potential Loyalists
1344,14171.0,98,58,363.79,1,Potential Loyalists
1345,14173.0,11,29,450.84,1,Potential Loyalists
1346,14174.0,33,26,134.46,1,Potential Loyalists
1347,14175.0,60,149,3222.3,3,Loyal
1348,14176.0,297,31,576.9000000000001,0,At Risk
1349,14177.0,86,42,559.41,1,Potential Loyalists
1350,14178.0,9,327,1620.93,3,Loyal
1351,14179.0,41,165,719.78,1,Potential Loyalists
1352,14180.0,11,240,4748.52,3,Loyal
1353,14184.0,67,24,452.89,1,Potential Loyalists
1354,14185.0,331,3,197.65,0,At Risk
1355,14188.0,31,65,2054.36,1,Potential Loyalists
1356,14189.0,2,265,4654.08,3,Loyal
1357,14191.0,2,259,4684.76,3,Loyal
1358,14193.0,68,42,853.39,1,Potential Loyalists
1360,14195.0,202,7,1012.0,0,At Risk
1361,14196.0,107,6,335.52,1,Potential Loyalists
1362,14198.0,18,39,701.4,1,Potential Loyalists
1363,14199.0,218,2,185.4,0,At Risk
1364,14201.0,60,37,747.44,1,Potential Loyalists
1365,14204.0,2,44,161.03,1,Potential Loyalists
1366,14205.0,17,24,466.7,1,Potential Loyalists
1367,14206.0,239,20,328.16,0,At Risk
1368,14208.0,95,10,151.74,1,Potential Loyalists
1369,14209.0,11,87,2073.43,1,Potential Loyalists
1370,14210.0,106,102,1905.84,1,Potential Loyalists
1371,14211.0,53,112,2241.1,1,Potential Loyalists
1372,14212.0,90,9,1070.48,1,Potential Loyalists
1373,14214.0,31,67,1004.38,1,Potential Loyalists
1374,14215.0,12,108,1789.72,1,Potential Loyalists
1375,14216.0,3,59,1839.3,1,Potential Loyalists
1376,14217.0,2,100,2004.98,1,Potential Loyalists
1377,14218.0,43,12,169.48000000000002,1,Potential Loyalists
1378,14219.0,4,7,89.94,1,Potential Loyalists
1379,14220.0,247,21,632.4,0,At Risk
1380,14221.0,42,193,3432.8,3,Loyal
1381,14222.0,177,41,683.17,0,At Risk
1382,14223.0,92,60,991.13,1,Potential Loyalists
1383,14224.0,110,118,1050.12,1,Potential Loyalists
1384,14226.0,29,67,2232.19,1,Potential Loyalists
1385,14227.0,26,175,3350.96,3,Loyal
1386,14229.0,52,40,1547.2,1,Potential Loyalists
1387,14231.0,184,50,925.71,0,At Risk
1388,14232.0,43,115,2048.07,1,Potential Loyalists
1389,14233.0,49,35,1462.72,1,Potential Loyalists
1390,14234.0,22,159,775.46,1,Potential Loyalists
1391,14235.0,75,79,3144.86,1,Potential Loyalists
1392,14236.0,81,15,490.86,1,Potential Loyalists
1393,14237.0,373,9,161.0,0,At Risk
1394,14238.0,326,8,146.85,0,At Risk
1395,14239.0,43,112,2380.85,1,Potential Loyalists
1396,14240.0,30,42,890.34,1,Potential Loyalists
1397,14241.0,184,10,213.7,0,At Risk
1398,14242.0,235,16,280.55,0,At Risk
1399,14243.0,9,141,2588.77,3,Loyal
1400,14245.0,220,108,1693.45,0,At Risk
1401,14246.0,111,75,1474.06,1,Potential Loyalists
1402,14247.0,278,20,136.76999999999998,0,At Risk
1403,14248.0,318,8,302.58,0,At Risk
1404,14250.0,7,111,1904.05,1,Potential Loyalists
1405,14251.0,2,78,2879.7000000000003,1,Potential Loyalists
1406,14256.0,260,53,969.06,0,At Risk
1407,14257.0,64,106,3099.7200000000003,1,Potential Loyalists
1408,14258.0,9,111,12669.98,2,High Value
1409,14259.0,142,5,120.0,1,Potential Loyalists
1410,14261.0,51,52,1163.45,1,Potential Loyalists
1411,14262.0,8,143,2618.23,3,Loyal
1412,14264.0,155,17,333.97,0,At Risk
1413,14265.0,109,31,530.18,1,Potential Loyalists
1414,14267.0,163,55,1516.24,0,At Risk
1415,14270.0,332,29,492.65,0,At Risk
1416,14271.0,226,10,112.32,0,At Risk
1417,14272.0,74,33,437.96,1,Potential Loyalists
1418,14273.0,51,29,559.97,1,Potential Loyalists
1419,14276.0,99,64,1119.74,1,Potential Loyalists
1420,14277.0,15,225,4216.2,3,Loyal
1421,14280.0,197,8,134.04,0,At Risk
1422,14282.0,3,156,3729.34,3,Loyal
1423,14284.0,31,32,595.25,1,Potential Loyalists
1424,14285.0,21,27,1910.01,1,Potential Loyalists
1425,14286.0,24,280,4628.75,3,Loyal
1426,14287.0,8,9,176.63,1,Potential Loyalists
1427,14288.0,213,16,426.6,0,At Risk
1428,14289.0,9,47,911.26,1,Potential Loyalists
1429,14290.0,11,101,2314.65,1,Potential Loyalists
1430,14291.0,2,237,3883.25,3,Loyal
1431,14292.0,8,100,4871.93,3,Loyal
1432,14293.0,3,61,1046.56,1,Potential Loyalists
1433,14295.0,40,5,166.20000000000002,1,Potential Loyalists
1434,14297.0,18,62,1305.33,1,Potential Loyalists
1436,14299.0,8,143,3965.62,3,Loyal
1437,14300.0,19,3,43.2,1,Potential Loyalists
1438,14301.0,117,13,640.14,1,Potential Loyalists
1439,14304.0,223,17,383.45,0,At Risk
1440,14305.0,71,105,1858.96,1,Potential Loyalists
1441,14306.0,51,33,2093.32,1,Potential Loyalists
1442,14307.0,89,180,2995.72,3,Loyal
1443,14309.0,8,117,2352.53,1,Potential Loyalists
1444,14311.0,243,20,310.26,0,At Risk
1445,14312.0,47,87,1611.59,1,Potential Loyalists
1446,14314.0,107,8,120.0,1,Potential Loyalists
1447,14315.0,45,101,2481.13,1,Potential Loyalists
1448,14317.0,65,24,508.58,1,Potential Loyalists
1449,14320.0,207,31,477.79,0,At Risk
1450,14321.0,11,123,1530.75,1,Potential Loyalists
1451,14323.0,115,36,605.0600000000001,1,Potential Loyalists
1452,14326.0,242,8,183.85,0,At Risk
1453,14327.0,163,12,311.65,0,At Risk
1454,14329.0,17,259,5014.84,3,Loyal
1455,14331.0,124,28,462.66,1,Potential Loyalists
1456,14332.0,23,26,866.31,1,Potential Loyalists
1457,14333.0,68,15,415.2,1,Potential Loyalists
1458,14334.0,17,162,2552.21,3,Loyal
1459,14335.0,16,63,468.26,1,Potential Loyalists
1460,14336.0,17,90,1614.91,1,Potential Loyalists
1461,14338.0,161,31,588.22,0,At Risk
1462,14339.0,243,14,309.52,0,At Risk
1463,14340.0,219,6,134.7,0,At Risk
1464,14341.0,45,129,2182.28,1,Potential Loyalists
1465,14342.0,21,21,668.5600000000001,1,Potential Loyalists
1466,14344.0,127,71,889.9300000000001,1,Potential Loyalists
1467,14345.0,39,6,108.98,1,Potential Loyalists
1468,14346.0,121,60,1021.58,1,Potential Loyalists
1469,14348.0,260,18,409.57,0,At Risk
1470,14349.0,10,31,133.5,1,Potential Loyalists
1471,14350.0,274,18,282.93,0,At Risk
1472,14351.0,165,1,51.0,0,At Risk
1473,14352.0,157,47,1078.96,0,At Risk
1474,14353.0,215,6,90.6,0,At Risk
1475,14354.0,6,9,163.62,1,Potential Loyalists
1476,14355.0,366,11,174.4,0,At Risk
1477,14356.0,80,33,701.23,1,Potential Loyalists
1478,14357.0,43,41,225.77,1,Potential Loyalists
1479,14359.0,19,55,912.18,1,Potential Loyalists
1480,14360.0,32,118,2128.23,1,Potential Loyalists
1481,14362.0,22,41,161.2,1,Potential Loyalists
1482,14364.0,109,69,3717.35,1,Potential Loyalists
1483,14367.0,8,524,9261.52,2,High Value
1484,14368.0,320,8,155.0,0,At Risk
1485,14371.0,295,4,100.5,0,At Risk
1486,14373.0,358,4,76.55,0,At Risk
1487,14375.0,185,75,257.68,0,At Risk
1488,14377.0,191,11,617.05,0,At Risk
1489,14379.0,44,46,348.1,1,Potential Loyalists
1490,14381.0,52,56,202.68,1,Potential Loyalists
1491,14382.0,26,131,626.0699999999999,1,Potential Loyalists
1492,14383.0,38,59,1247.69,1,Potential Loyalists
1493,14385.0,9,14,202.11,1,Potential Loyalists
1494,14386.0,297,7,142.4,0,At Risk
1495,14387.0,33,140,1770.56,1,Potential Loyalists
1496,14388.0,10,186,3212.84,3,Loyal
1497,14389.0,65,45,1043.46,1,Potential Loyalists
1498,14390.0,10,286,4652.82,3,Loyal
1499,14393.0,218,5,67.95,0,At Risk
1500,14395.0,2,350,3507.71,3,Loyal
1501,14396.0,65,73,487.99,1,Potential Loyalists
1502,14397.0,3,87,2612.96,1,Potential Loyalists
1503,14400.0,149,25,574.7,0,At Risk
1504,14401.0,4,182,4051.48,3,Loyal
1505,14403.0,130,20,1475.81,1,Potential Loyalists
1506,14404.0,34,103,1474.32,1,Potential Loyalists
1507,14406.0,119,8,156.75,1,Potential Loyalists
1508,14407.0,107,73,2157.73,1,Potential Loyalists
1509,14408.0,11,107,2606.53,1,Potential Loyalists
1510,14409.0,71,54,2059.4500000000003,1,Potential Loyalists
1511,14410.0,92,194,1105.07,3,Loyal
1512,14411.0,311,14,1063.0,0,At Risk
1513,14412.0,43,43,770.03,1,Potential Loyalists
1514,14413.0,362,23,122.7,0,At Risk
1515,14414.0,92,97,1496.98,1,Potential Loyalists
1517,14416.0,22,14,490.22,1,Potential Loyalists
1518,14418.0,4,124,1937.25,1,Potential Loyalists
1519,14419.0,11,206,1058.06,3,Loyal
1520,14420.0,99,29,387.52,1,Potential Loyalists
1521,14421.0,57,27,813.11,1,Potential Loyalists
1522,14422.0,1,222,4263.64,3,Loyal
1523,14423.0,218,3,265.2,0,At Risk
1524,14424.0,18,1,322.08,1,Potential Loyalists
1525,14426.0,24,224,4481.67,3,Loyal
1526,14427.0,50,17,363.34,1,Potential Loyalists
1527,14428.0,7,144,1244.83,1,Potential Loyalists
1528,14431.0,303,17,470.36,0,At Risk
1529,14432.0,10,382,2255.51,3,Loyal
1530,14434.0,22,12,1372.8,1,Potential Loyalists
1531,14436.0,99,9,89.06,1,Potential Loyalists
1532,14437.0,366,5,63.0,0,At Risk
1533,14438.0,306,9,131.9,0,At Risk
1534,14439.0,320,32,2661.24,0,At Risk
1535,14440.0,8,55,2357.6800000000003,1,Potential Loyalists
1536,14441.0,1,51,1712.89,1,Potential Loyalists
1537,14442.0,205,63,1589.82,0,At Risk
1538,14443.0,54,93,1420.2,1,Potential Loyalists
1539,14446.0,1,293,1039.58,3,Loyal
1540,14447.0,19,70,1163.23,1,Potential Loyalists
1541,14448.0,9,20,375.35,1,Potential Loyalists
1542,14449.0,19,258,907.1,3,Loyal
1543,14450.0,181,40,483.25,0,At Risk
1544,14451.0,60,109,662.59,1,Potential Loyalists
1545,14452.0,11,62,264.44,1,Potential Loyalists
1546,14453.0,190,22,119.93,0,At Risk
1548,14457.0,311,4,113.64,0,At Risk
1549,14459.0,155,37,1837.92,1,Potential Loyalists
1550,14460.0,110,16,434.34,1,Potential Loyalists
1551,14461.0,148,180,2103.06,3,Loyal
1552,14462.0,66,240,2004.02,3,Loyal
1553,14463.0,98,6,529.62,1,Potential Loyalists
1554,14465.0,247,130,1058.62,0,At Risk
1555,14466.0,29,72,2272.4,1,Potential Loyalists
1556,14467.0,18,90,598.76,1,Potential Loyalists
1557,14470.0,12,43,461.19,1,Potential Loyalists
1558,14472.0,104,281,1936.84,3,Loyal
1559,14473.0,74,7,234.34000000000003,1,Potential Loyalists
1560,14474.0,46,29,547.66,1,Potential Loyalists
1561,14475.0,72,42,925.85,1,Potential Loyalists
1562,14476.0,257,19,215.7,0,At Risk
1563,14477.0,20,10,1309.6,1,Potential Loyalists
1564,14479.0,254,18,316.25,0,At Risk
1565,14480.0,11,13,279.05,1,Potential Loyalists
1566,14481.0,165,30,636.51,0,At Risk
1567,14482.0,18,144,2068.15,3,Loyal
1568,14483.0,282,9,137.1,0,At Risk
1569,14484.0,50,14,321.92,1,Potential Loyalists
1570,14485.0,39,47,165.75,1,Potential Loyalists
1571,14487.0,27,144,1196.33,1,Potential Loyalists
1572,14488.0,68,46,1064.28,1,Potential Loyalists
1573,14489.0,207,30,463.38,0,At Risk
1574,14491.0,175,17,340.93,0,At Risk
1575,14493.0,7,120,2383.24,1,Potential Loyalists
1576,14494.0,26,7,139.56,1,Potential Loyalists
1577,14495.0,51,6,123.8,1,Potential Loyalists
1578,14496.0,312,19,538.8100000000001,0,At Risk
1579,14497.0,309,29,475.37,0,At Risk
1580,14498.0,43,193,1957.32,3,Loyal
1581,14499.0,26,194,815.32,3,Loyal
1582,14500.0,88,7,356.85,1,Potential Loyalists
1583,14501.0,184,10,251.21,0,At Risk
1585,14503.0,3,164,3543.26,3,Loyal
1586,14504.0,47,107,673.26,1,Potential Loyalists
1588,14506.0,17,316,2012.17,3,Loyal
1589,14507.0,24,96,1383.18,1,Potential Loyalists
1590,14508.0,22,57,276.42,1,Potential Loyalists
1591,14511.0,11,68,1314.81,1,Potential Loyalists
1592,14512.0,188,23,275.28,0,At Risk
1593,14513.0,101,12,455.59,1,Potential Loyalists
1594,14514.0,61,73,1055.35,1,Potential Loyalists
1595,14515.0,18,101,2102.09,1,Potential Loyalists
1596,14517.0,33,18,330.45,1,Potential Loyalists
1597,14518.0,64,16,174.37,1,Potential Loyalists
1598,14520.0,2,4,270.6,1,Potential Loyalists
1599,14522.0,24,17,974.54,1,Potential Loyalists
1600,14523.0,108,12,241.09,1,Potential Loyalists
1601,14524.0,32,203,1867.68,3,Loyal
1602,14525.0,20,291,4332.2,3,Loyal
1604,14528.0,37,18,364.22,1,Potential Loyalists
1605,14529.0,60,229,620.04,3,Loyal
1606,14530.0,26,216,2925.91,3,Loyal
1607,14532.0,236,64,932.85,0,At Risk
1608,14533.0,25,62,1949.72,1,Potential Loyalists
1609,14534.0,3,519,4447.05,3,Loyal
1610,14535.0,60,330,2864.19,3,Loyal
1611,14536.0,260,19,171.8,0,At Risk
1612,14537.0,58,10,355.56,1,Potential Loyalists
1613,14538.0,65,19,388.25,1,Potential Loyalists
1614,14539.0,16,32,537.48,1,Potential Loyalists
1615,14540.0,10,76,996.26,1,Potential Loyalists
1616,14541.0,59,111,1461.65,1,Potential Loyalists
1617,14542.0,186,5,103.25,0,At Risk
1618,14543.0,29,72,3630.33,1,Potential Loyalists
1619,14544.0,24,114,2024.45,1,Potential Loyalists
1620,14546.0,5,399,2578.09,3,Loyal
1621,14547.0,4,366,4007.54,3,Loyal
1622,14548.0,151,4,652.8,0,At Risk
1623,14549.0,311,56,289.24,0,At Risk
1624,14550.0,11,48,765.62,1,Potential Loyalists
1625,14551.0,18,10,186.23,1,Potential Loyalists
1626,14552.0,152,58,165.07,0,At Risk
1627,14553.0,19,113,859.27,1,Potential Loyalists
1628,14554.0,10,216,2381.04,3,Loyal
1629,14555.0,57,21,324.14,1,Potential Loyalists
